CFHEPS Amount,ZIP,month,Timely Issuance,Agency Action 
"$2,633",11203,9/1/2024,Timely,N/A
"$2,616",11203,9/1/2024,Timely,N/A
"$2,601",11203,9/1/2024,Timely,N/A
"$2,599",11203,9/1/2024,Timely,N/A
"$2,599",11203,9/1/2024,Timely,N/A
"$2,593",11203,9/1/2024,Timely,N/A
"$2,584",11203,9/1/2024,Timely,N/A
"$2,584",11203,9/1/2024,Timely,N/A
"$2,581",11203,9/1/2024,Timely,N/A
"$2,579",11203,9/1/2024,Timely,N/A
"$2,577",11203,9/1/2024,Timely,N/A
"$2,565",11203,9/1/2024,Timely,N/A
"$2,561",11203,9/1/2024,Timely,N/A
"$2,560",11203,9/1/2024,Timely,N/A
"$2,547",11203,9/1/2024,Timely,N/A
"$2,539",11203,9/1/2024,Timely,N/A
"$2,523",11203,9/1/2024,Timely,N/A
"$2,513",11203,9/1/2024,Timely,N/A
"$2,511",11203,9/1/2024,Timely,N/A
"$2,509",11203,9/1/2024,Timely,N/A
"$2,495",11203,9/1/2024,Timely,N/A
"$2,493",11203,9/1/2024,Timely,N/A
"$2,490",11203,9/1/2024,Timely,N/A
"$2,489",11203,9/1/2024,Timely,N/A
"$2,485",11203,9/1/2024,Timely,N/A
"$2,485",11203,9/1/2024,Timely,N/A
"$2,485",11203,9/1/2024,Timely,N/A
"$2,485",11203,9/1/2024,Timely,N/A
"$2,484",11203,9/1/2024,Timely,N/A
"$2,482",11203,9/1/2024,Timely,N/A
"$2,481",11203,9/1/2024,Timely,N/A
"$2,478",11203,9/1/2024,Timely,N/A
"$2,459",11203,9/1/2024,Timely,N/A
"$2,453",11203,9/1/2024,Timely,N/A
"$2,451",11203,9/1/2024,Timely,N/A
"$2,448",11203,9/1/2024,Timely,N/A
"$2,444",11203,9/1/2024,Timely,N/A
"$2,441",11203,9/1/2024,Timely,N/A
"$2,439",11203,9/1/2024,Timely,N/A
"$2,435",11203,9/1/2024,Timely,N/A
"$2,409",11203,9/1/2024,Timely,N/A
"$2,403",11203,9/1/2024,Timely,N/A
"$2,386",11203,9/1/2024,Timely,N/A
"$2,384",11203,9/1/2024,Timely,N/A
"$2,372",11203,9/1/2024,Timely,N/A
"$2,369",11203,9/1/2024,Timely,N/A
"$2,369",11203,9/1/2024,Timely,N/A
"$2,362",11203,9/1/2024,Timely,N/A
"$2,353",11203,9/1/2024,Timely,N/A
"$2,343",11203,9/1/2024,Timely,N/A
"$2,334",11203,9/1/2024,Timely,N/A
"$2,331",11203,9/1/2024,Timely,N/A
"$2,312",11203,9/1/2024,Timely,N/A
"$2,310",11203,9/1/2024,Timely,N/A
"$2,304",11203,9/1/2024,Timely,N/A
"$2,301",11203,9/1/2024,Timely,N/A
"$2,301",11203,9/1/2024,Timely,N/A
"$2,296",11203,9/1/2024,Timely,N/A
"$2,296",11203,9/1/2024,Timely,N/A
"$2,287",11203,9/1/2024,Timely,N/A
"$2,287",11203,9/1/2024,Timely,N/A
"$2,285",11203,9/1/2024,Timely,N/A
"$2,281",11203,9/1/2024,Timely,N/A
"$2,272",11203,9/1/2024,Timely,N/A
"$2,266",11203,9/1/2024,Timely,N/A
"$2,263",11203,9/1/2024,Timely,N/A
"$2,262",11203,9/1/2024,Timely,N/A
"$2,261",11203,9/1/2024,Timely,N/A
"$2,252",11203,9/1/2024,Timely,N/A
"$2,246",11203,9/1/2024,Timely,N/A
"$2,246",11203,9/1/2024,Timely,N/A
"$2,246",11203,9/1/2024,Timely,N/A
"$2,246",11203,9/1/2024,Timely,N/A
"$2,243",11203,9/1/2024,Timely,N/A
"$2,234",11203,9/1/2024,Timely,N/A
"$2,229",11203,9/1/2024,Timely,N/A
"$2,227",11203,9/1/2024,Timely,N/A
"$2,226",11203,9/1/2024,Timely,N/A
"$2,204",11203,9/1/2024,Timely,N/A
"$2,201",11203,9/1/2024,Timely,N/A
"$2,195",11203,9/1/2024,Timely,N/A
"$2,195",11203,9/1/2024,Timely,N/A
"$2,189",11203,9/1/2024,Timely,N/A
"$2,186",11203,9/1/2024,Timely,N/A
"$2,186",11203,9/1/2024,Timely,N/A
"$2,185",11203,9/1/2024,Timely,N/A
"$2,181",11203,9/1/2024,Timely,N/A
"$2,172",11203,9/1/2024,Timely,N/A
"$2,172",11203,9/1/2024,Timely,N/A
"$2,172",11203,9/1/2024,Timely,N/A
"$2,172",11203,9/1/2024,Timely,N/A
"$2,172",11203,9/1/2024,Timely,N/A
"$2,170",11203,9/1/2024,Timely,N/A
"$2,161",11203,9/1/2024,Timely,N/A
"$2,161",11203,9/1/2024,Timely,N/A
"$2,160",11203,9/1/2024,Timely,N/A
"$2,157",11203,9/1/2024,Timely,N/A
"$2,155",11203,9/1/2024,Timely,N/A
"$2,155",11203,9/1/2024,Timely,N/A
"$2,147",11203,9/1/2024,Timely,N/A
"$2,140",11203,9/1/2024,Timely,N/A
"$2,139",11203,9/1/2024,Timely,N/A
"$2,135",11203,9/1/2024,Timely,N/A
"$2,131",11203,9/1/2024,Timely,N/A
"$2,129",11203,9/1/2024,Timely,N/A
"$2,129",11203,9/1/2024,Timely,N/A
"$2,120",11203,9/1/2024,Timely,N/A
"$2,115",11203,9/1/2024,Timely,N/A
"$2,110",11203,9/1/2024,Timely,N/A
"$2,107",11203,9/1/2024,Timely,N/A
"$2,105",11203,9/1/2024,Timely,N/A
"$2,105",11203,9/1/2024,Timely,N/A
"$2,105",11203,9/1/2024,Timely,N/A
"$2,104",11203,9/1/2024,Timely,N/A
"$2,104",11203,9/1/2024,Timely,N/A
"$2,103",11203,9/1/2024,Timely,N/A
"$2,100",11203,9/1/2024,Timely,N/A
"$2,094",11203,9/1/2024,Timely,N/A
"$2,090",11203,9/1/2024,Timely,N/A
"$2,087",11203,9/1/2024,Timely,N/A
"$2,085",11203,9/1/2024,Timely,N/A
"$2,073",11203,9/1/2024,Timely,N/A
"$2,060",11203,9/1/2024,Timely,N/A
"$2,060",11203,9/1/2024,Timely,N/A
"$2,060",11203,9/1/2024,Timely,N/A
"$2,060",11203,9/1/2024,Timely,N/A
"$2,060",11203,9/1/2024,Timely,N/A
"$2,058",11203,9/1/2024,Timely,N/A
"$2,056",11203,9/1/2024,Timely,N/A
"$2,035",11203,9/1/2024,Timely,N/A
"$2,035",11203,9/1/2024,Timely,N/A
"$2,029",11203,9/1/2024,Timely,N/A
"$2,021",11203,9/1/2024,Timely,N/A
"$2,021",11203,9/1/2024,Timely,N/A
"$2,019",11203,9/1/2024,Timely,N/A
"$2,017",11203,9/1/2024,Timely,N/A
"$2,015",11203,9/1/2024,Timely,N/A
"$2,014",11203,9/1/2024,Timely,N/A
"$2,005",11203,9/1/2024,Timely,N/A
"$2,003",11203,9/1/2024,Timely,N/A
"$2,001",11203,9/1/2024,Timely,N/A
"$2,000",11203,9/1/2024,Timely,N/A
"$1,998",11203,9/1/2024,Timely,N/A
"$1,998",11203,9/1/2024,Timely,N/A
"$1,997",11203,9/1/2024,Timely,N/A
"$1,996",11203,9/1/2024,Timely,N/A
"$1,995",11203,9/1/2024,Timely,N/A
"$1,994",11203,9/1/2024,Timely,N/A
"$1,994",11203,9/1/2024,Timely,N/A
"$1,992",11203,9/1/2024,Timely,N/A
"$1,990",11203,9/1/2024,Timely,N/A
"$1,988",11203,9/1/2024,Timely,N/A
"$1,988",11203,9/1/2024,Timely,N/A
"$1,987",11203,9/1/2024,Timely,N/A
"$1,985",11203,9/1/2024,Timely,N/A
"$1,985",11203,9/1/2024,Timely,N/A
"$1,985",11203,9/1/2024,Timely,N/A
"$1,977",11203,9/1/2024,Timely,N/A
"$1,969",11203,9/1/2024,Timely,N/A
"$1,964",11203,9/1/2024,Timely,N/A
"$1,963",11203,9/1/2024,Timely,N/A
"$1,958",11203,9/1/2024,Timely,N/A
"$1,949",11203,9/1/2024,Timely,N/A
"$1,941",11203,9/1/2024,Timely,N/A
"$1,935",11203,9/1/2024,Timely,N/A
"$1,931",11203,9/1/2024,Timely,N/A
"$1,919",11203,9/1/2024,Timely,N/A
"$1,917",11203,9/1/2024,Timely,N/A
"$1,915",11203,9/1/2024,Timely,N/A
"$1,914",11203,9/1/2024,Timely,N/A
"$1,905",11203,9/1/2024,Timely,N/A
"$1,900",11203,9/1/2024,Timely,N/A
"$1,893",11203,9/1/2024,Timely,N/A
"$1,893",11203,9/1/2024,Timely,N/A
"$1,890",11203,9/1/2024,Timely,N/A
"$1,885",11203,9/1/2024,Timely,N/A
"$1,882",11203,9/1/2024,Timely,N/A
"$1,879",11203,9/1/2024,Timely,N/A
"$1,878",11203,9/1/2024,Timely,N/A
"$1,878",11203,9/1/2024,Timely,N/A
"$1,877",11203,9/1/2024,Timely,N/A
"$1,867",11203,9/1/2024,Timely,N/A
"$1,866",11203,9/1/2024,Timely,N/A
"$1,852",11203,9/1/2024,Timely,N/A
"$1,851",11203,9/1/2024,Timely,N/A
"$1,845",11203,9/1/2024,Timely,N/A
"$1,843",11203,9/1/2024,Timely,N/A
"$1,837",11203,9/1/2024,Timely,N/A
"$1,836",11203,9/1/2024,Timely,N/A
"$1,831",11203,9/1/2024,Timely,N/A
"$1,828",11203,9/1/2024,Timely,N/A
"$1,825",11203,9/1/2024,Timely,N/A
"$1,825",11203,9/1/2024,Timely,N/A
"$1,825",11203,9/1/2024,Timely,N/A
"$1,825",11203,9/1/2024,Timely,N/A
"$1,817",11203,9/1/2024,Timely,N/A
"$1,816",11203,9/1/2024,Timely,N/A
"$1,813",11203,9/1/2024,Timely,N/A
"$1,812",11203,9/1/2024,Timely,N/A
"$1,808",11203,9/1/2024,Timely,N/A
"$1,808",11203,9/1/2024,Timely,N/A
"$1,794",11203,9/1/2024,Timely,N/A
"$1,790",11203,9/1/2024,Timely,N/A
"$1,785",11203,9/1/2024,Timely,N/A
"$1,782",11203,9/1/2024,Timely,N/A
"$1,777",11203,9/1/2024,Timely,N/A
"$1,776",11203,9/1/2024,Timely,N/A
"$1,775",11203,9/1/2024,Timely,N/A
"$1,767",11203,9/1/2024,Timely,N/A
"$1,765",11203,9/1/2024,Timely,N/A
"$1,764",11203,9/1/2024,Timely,N/A
"$1,756",11203,9/1/2024,Timely,N/A
"$1,754",11203,9/1/2024,Timely,N/A
"$1,751",11203,9/1/2024,Timely,N/A
"$1,747",11203,9/1/2024,Timely,N/A
"$1,742",11203,9/1/2024,Timely,N/A
"$1,736",11203,9/1/2024,Timely,N/A
"$1,732",11203,9/1/2024,Timely,N/A
"$1,730",11203,9/1/2024,Timely,N/A
"$1,730",11203,9/1/2024,Timely,N/A
"$1,725",11203,9/1/2024,Timely,N/A
"$1,717",11203,9/1/2024,Timely,N/A
"$1,714",11203,9/1/2024,Timely,N/A
"$1,708",11203,9/1/2024,Timely,N/A
"$1,708",11203,9/1/2024,Timely,N/A
"$1,699",11203,9/1/2024,Timely,N/A
"$1,697",11203,9/1/2024,Timely,N/A
"$1,696",11203,9/1/2024,Timely,N/A
"$1,690",11203,9/1/2024,Timely,N/A
"$1,689",11203,9/1/2024,Timely,N/A
"$1,685",11203,9/1/2024,Timely,N/A
"$1,685",11203,9/1/2024,Timely,N/A
"$1,664",11203,9/1/2024,Timely,N/A
"$1,662",11203,9/1/2024,Timely,N/A
"$1,658",11203,9/1/2024,Timely,N/A
"$1,658",11203,9/1/2024,Timely,N/A
"$1,656",11203,9/1/2024,Timely,N/A
"$1,633",11203,9/1/2024,Timely,N/A
"$1,628",11203,9/1/2024,Timely,N/A
"$1,617",11203,9/1/2024,Timely,N/A
"$1,611",11203,9/1/2024,Timely,N/A
"$1,595",11203,9/1/2024,Timely,N/A
"$1,593",11203,9/1/2024,Timely,N/A
"$1,590",11203,9/1/2024,Timely,N/A
"$1,588",11203,9/1/2024,Timely,N/A
"$1,585",11203,9/1/2024,Timely,N/A
"$1,585",11203,9/1/2024,Timely,N/A
"$1,585",11203,9/1/2024,Timely,N/A
"$1,585",11203,9/1/2024,Timely,N/A
"$1,574",11203,9/1/2024,Timely,N/A
"$1,574",11203,9/1/2024,Timely,N/A
"$1,571",11203,9/1/2024,Timely,N/A
"$1,567",11203,9/1/2024,Timely,N/A
"$1,566",11203,9/1/2024,Timely,N/A
"$1,565",11203,9/1/2024,Timely,N/A
"$1,565",11203,9/1/2024,Timely,N/A
"$1,564",11203,9/1/2024,Timely,N/A
"$1,560",11203,9/1/2024,Timely,N/A
"$1,545",11203,9/1/2024,Timely,N/A
"$1,544",11203,9/1/2024,Timely,N/A
"$1,544",11203,9/1/2024,Timely,N/A
"$1,542",11203,9/1/2024,Timely,N/A
"$1,539",11203,9/1/2024,Timely,N/A
"$1,539",11203,9/1/2024,Timely,N/A
"$1,539",11203,9/1/2024,Timely,N/A
"$1,539",11203,9/1/2024,Timely,N/A
"$1,537",11203,9/1/2024,Timely,N/A
"$1,536",11203,9/1/2024,Timely,N/A
"$1,535",11203,9/1/2024,Timely,N/A
"$1,528",11203,9/1/2024,Timely,N/A
"$1,525",11203,9/1/2024,Timely,N/A
"$1,516",11203,9/1/2024,Timely,N/A
"$1,516",11203,9/1/2024,Timely,N/A
"$1,516",11203,9/1/2024,Timely,N/A
"$1,516",11203,9/1/2024,Timely,N/A
"$1,514",11203,9/1/2024,Timely,N/A
"$1,513",11203,9/1/2024,Timely,N/A
"$1,509",11203,9/1/2024,Timely,N/A
"$1,501",11203,9/1/2024,Timely,N/A
"$1,489",11203,9/1/2024,Timely,N/A
"$1,479",11203,9/1/2024,Timely,N/A
"$1,479",11203,9/1/2024,Timely,N/A
"$1,479",11203,9/1/2024,Timely,N/A
"$1,457",11203,9/1/2024,Timely,N/A
"$1,450",11203,9/1/2024,Timely,N/A
"$1,448",11203,9/1/2024,Timely,N/A
"$1,435",11203,9/1/2024,Timely,N/A
"$1,429",11203,9/1/2024,Timely,N/A
"$1,414",11203,9/1/2024,Timely,N/A
"$1,406",11203,9/1/2024,Timely,N/A
"$1,402",11203,9/1/2024,Timely,N/A
"$1,400",11203,9/1/2024,Timely,N/A
"$1,394",11203,9/1/2024,Timely,N/A
"$1,392",11203,9/1/2024,Timely,N/A
"$1,390",11203,9/1/2024,Timely,N/A
"$1,389",11203,9/1/2024,Timely,N/A
"$1,363",11203,9/1/2024,Timely,N/A
"$1,362",11203,9/1/2024,Timely,N/A
"$1,360",11203,9/1/2024,Timely,N/A
"$1,353",11203,9/1/2024,Timely,N/A
"$1,353",11203,9/1/2024,Timely,N/A
"$1,338",11203,9/1/2024,Timely,N/A
"$1,335",11203,9/1/2024,Timely,N/A
"$1,327",11203,9/1/2024,Timely,N/A
"$1,322",11203,9/1/2024,Timely,N/A
"$1,310",11203,9/1/2024,Timely,N/A
"$1,306",11203,9/1/2024,Timely,N/A
"$1,298",11203,9/1/2024,Timely,N/A
"$1,297",11203,9/1/2024,Timely,N/A
"$1,287",11203,9/1/2024,Timely,N/A
"$1,280",11203,9/1/2024,Timely,N/A
"$1,266",11203,9/1/2024,Timely,N/A
"$1,264",11203,9/1/2024,Timely,N/A
"$1,255",11203,9/1/2024,Timely,N/A
"$1,254",11203,9/1/2024,Timely,N/A
"$1,248",11203,9/1/2024,Timely,N/A
"$1,216",11203,9/1/2024,Timely,N/A
"$1,201",11203,9/1/2024,Timely,N/A
"$1,198",11203,9/1/2024,Timely,N/A
"$1,194",11203,9/1/2024,Timely,N/A
"$1,185",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,180",11203,9/1/2024,Timely,N/A
"$1,178",11203,9/1/2024,Timely,N/A
"$1,177",11203,9/1/2024,Timely,N/A
"$1,171",11203,9/1/2024,Timely,N/A
"$1,162",11203,9/1/2024,Timely,N/A
"$1,157",11203,9/1/2024,Timely,N/A
"$1,141",11203,9/1/2024,Timely,N/A
"$1,133",11203,9/1/2024,Timely,N/A
"$1,130",11203,9/1/2024,Timely,N/A
"$1,130",11203,9/1/2024,Timely,N/A
"$1,130",11203,9/1/2024,Timely,N/A
"$1,129",11203,9/1/2024,Timely,N/A
"$1,115",11203,9/1/2024,Timely,N/A
"$1,109",11203,9/1/2024,Timely,N/A
"$1,107",11203,9/1/2024,Timely,N/A
"$1,104",11203,9/1/2024,Timely,N/A
"$1,103",11203,9/1/2024,Timely,N/A
"$1,100",11203,9/1/2024,Timely,N/A
"$1,081",11203,9/1/2024,Timely,N/A
"$1,079",11203,9/1/2024,Timely,N/A
"$1,068",11203,9/1/2024,Timely,N/A
"$1,065",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,050",11203,9/1/2024,Timely,N/A
"$1,036",11203,9/1/2024,Timely,N/A
"$1,025",11203,9/1/2024,Timely,N/A
"$1,020",11203,9/1/2024,Timely,N/A
"$1,002",11203,9/1/2024,Timely,N/A
$998,11203,9/1/2024,Timely,N/A
$997,11203,9/1/2024,Timely,N/A
$990,11203,9/1/2024,Timely,N/A
$988,11203,9/1/2024,Timely,N/A
$985,11203,9/1/2024,Timely,N/A
$983,11203,9/1/2024,Timely,N/A
$982,11203,9/1/2024,Timely,N/A
$970,11203,9/1/2024,Timely,N/A
$959,11203,9/1/2024,Timely,N/A
$956,11203,9/1/2024,Timely,N/A
$956,11203,9/1/2024,Timely,N/A
$956,11203,9/1/2024,Timely,N/A
$953,11203,9/1/2024,Timely,N/A
$950,11203,9/1/2024,Timely,N/A
$946,11203,9/1/2024,Timely,N/A
$946,11203,9/1/2024,Timely,N/A
$931,11203,9/1/2024,Timely,N/A
$924,11203,9/1/2024,Timely,N/A
$918,11203,9/1/2024,Timely,N/A
$918,11203,9/1/2024,Timely,N/A
$915,11203,9/1/2024,Timely,N/A
$912,11203,9/1/2024,Timely,N/A
$911,11203,9/1/2024,Timely,N/A
$899,11203,9/1/2024,Timely,N/A
$898,11203,9/1/2024,Timely,N/A
$892,11203,9/1/2024,Timely,N/A
$889,11203,9/1/2024,Timely,N/A
$885,11203,9/1/2024,Timely,N/A
$885,11203,9/1/2024,Timely,N/A
$885,11203,9/1/2024,Timely,N/A
$877,11203,9/1/2024,Timely,N/A
$874,11203,9/1/2024,Timely,N/A
$870,11203,9/1/2024,Timely,N/A
$863,11203,9/1/2024,Timely,N/A
$862,11203,9/1/2024,Timely,N/A
$859,11203,9/1/2024,Timely,N/A
$855,11203,9/1/2024,Timely,N/A
$853,11203,9/1/2024,Timely,N/A
$843,11203,9/1/2024,Timely,N/A
$835,11203,9/1/2024,Timely,N/A
$830,11203,9/1/2024,Timely,N/A
$827,11203,9/1/2024,Timely,N/A
$824,11203,9/1/2024,Timely,N/A
$822,11203,9/1/2024,Timely,N/A
$801,11203,9/1/2024,Timely,N/A
$785,11203,9/1/2024,Timely,N/A
$768,11203,9/1/2024,Timely,N/A
$762,11203,9/1/2024,Timely,N/A
$758,11203,9/1/2024,Timely,N/A
$752,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$750,11203,9/1/2024,Timely,N/A
$743,11203,9/1/2024,Timely,N/A
$737,11203,9/1/2024,Timely,N/A
$730,11203,9/1/2024,Timely,N/A
$718,11203,9/1/2024,Timely,N/A
$714,11203,9/1/2024,Timely,N/A
$710,11203,9/1/2024,Timely,N/A
$703,11203,9/1/2024,Timely,N/A
$699,11203,9/1/2024,Timely,N/A
$696,11203,9/1/2024,Timely,N/A
$683,11203,9/1/2024,Timely,N/A
$667,11203,9/1/2024,Timely,N/A
$665,11203,9/1/2024,Timely,N/A
$659,11203,9/1/2024,Timely,N/A
$642,11203,9/1/2024,Timely,N/A
$628,11203,9/1/2024,Timely,N/A
$610,11203,9/1/2024,Timely,N/A
$604,11203,9/1/2024,Timely,N/A
$588,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$585,11203,9/1/2024,Timely,N/A
$570,11203,9/1/2024,Timely,N/A
$570,11203,9/1/2024,Timely,N/A
$559,11203,9/1/2024,Timely,N/A
$550,11203,9/1/2024,Timely,N/A
$454,11203,9/1/2024,Timely,N/A
$453,11203,9/1/2024,Timely,N/A
$430,11203,9/1/2024,Timely,N/A
$423,11203,9/1/2024,Timely,N/A
$405,11203,9/1/2024,Timely,N/A
$399,11203,9/1/2024,Timely,N/A
$381,11203,9/1/2024,Timely,N/A
$308,11203,9/1/2024,Timely,N/A
$305,11203,9/1/2024,Timely,N/A
$252,11203,9/1/2024,Timely,N/A
$173,11203,9/1/2024,Timely,N/A
"$2,804",11204,9/1/2024,Timely,N/A
"$2,307",11204,9/1/2024,Timely,N/A
"$2,212",11204,9/1/2024,Timely,N/A
"$2,129",11204,9/1/2024,Timely,N/A
"$2,080",11204,9/1/2024,Timely,N/A
"$1,893",11204,9/1/2024,Timely,N/A
"$1,811",11204,9/1/2024,Timely,N/A
"$1,796",11204,9/1/2024,Timely,N/A
"$1,747",11204,9/1/2024,Timely,N/A
"$1,657",11204,9/1/2024,Timely,N/A
"$1,653",11204,9/1/2024,Timely,N/A
"$1,600",11204,9/1/2024,Timely,N/A
"$1,585",11204,9/1/2024,Timely,N/A
"$1,578",11204,9/1/2024,Timely,N/A
"$1,572",11204,9/1/2024,Timely,N/A
"$1,516",11204,9/1/2024,Timely,N/A
"$1,448",11204,9/1/2024,Timely,N/A
"$1,294",11204,9/1/2024,Timely,N/A
"$1,256",11204,9/1/2024,Timely,N/A
"$1,249",11204,9/1/2024,Timely,N/A
"$1,234",11204,9/1/2024,Timely,N/A
"$1,158",11204,9/1/2024,Timely,N/A
"$1,130",11204,9/1/2024,Timely,N/A
"$1,095",11204,9/1/2024,Timely,N/A
"$1,094",11204,9/1/2024,Timely,N/A
"$1,087",11204,9/1/2024,Timely,N/A
"$1,079",11204,9/1/2024,Timely,N/A
"$1,073",11204,9/1/2024,Timely,N/A
"$1,071",11204,9/1/2024,Timely,N/A
"$1,031",11204,9/1/2024,Timely,N/A
"$1,019",11204,9/1/2024,Timely,N/A
"$1,005",11204,9/1/2024,Timely,N/A
$998,11204,9/1/2024,Timely,N/A
$982,11204,9/1/2024,Timely,N/A
$899,11204,9/1/2024,Timely,N/A
$852,11204,9/1/2024,Timely,N/A
$804,11204,9/1/2024,Timely,N/A
$773,11204,9/1/2024,Timely,N/A
$761,11204,9/1/2024,Timely,N/A
$693,11204,9/1/2024,Timely,N/A
$693,11204,9/1/2024,Timely,N/A
$688,11204,9/1/2024,Timely,N/A
$508,11204,9/1/2024,Timely,N/A
$455,11204,9/1/2024,Timely,N/A
$253,11204,9/1/2024,Timely,N/A
$155,11204,9/1/2024,Timely,N/A
"$3,318",11205,9/1/2024,Timely,N/A
"$3,061",11205,9/1/2024,Timely,N/A
"$2,928",11205,9/1/2024,Timely,N/A
"$2,587",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,585",11205,9/1/2024,Timely,N/A
"$2,557",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,539",11205,9/1/2024,Timely,N/A
"$2,523",11205,9/1/2024,Timely,N/A
"$2,518",11205,9/1/2024,Timely,N/A
"$2,517",11205,9/1/2024,Timely,N/A
"$2,513",11205,9/1/2024,Timely,N/A
"$2,501",11205,9/1/2024,Timely,N/A
"$2,490",11205,9/1/2024,Timely,N/A
"$2,465",11205,9/1/2024,Timely,N/A
"$2,447",11205,9/1/2024,Timely,N/A
"$2,445",11205,9/1/2024,Timely,N/A
"$2,445",11205,9/1/2024,Timely,N/A
"$2,427",11205,9/1/2024,Timely,N/A
"$2,405",11205,9/1/2024,Timely,N/A
"$2,404",11205,9/1/2024,Timely,N/A
"$2,386",11205,9/1/2024,Timely,N/A
"$2,376",11205,9/1/2024,Timely,N/A
"$2,369",11205,9/1/2024,Timely,N/A
"$2,368",11205,9/1/2024,Timely,N/A
"$2,349",11205,9/1/2024,Timely,N/A
"$2,340",11205,9/1/2024,Timely,N/A
"$2,271",11205,9/1/2024,Timely,N/A
"$2,217",11205,9/1/2024,Timely,N/A
"$2,155",11205,9/1/2024,Timely,N/A
"$2,089",11205,9/1/2024,Timely,N/A
"$2,060",11205,9/1/2024,Timely,N/A
"$2,060",11205,9/1/2024,Timely,N/A
"$1,945",11205,9/1/2024,Timely,N/A
"$1,802",11205,9/1/2024,Timely,N/A
"$1,722",11205,9/1/2024,Timely,N/A
"$1,668",11205,9/1/2024,Timely,N/A
"$1,612",11205,9/1/2024,Timely,N/A
"$1,596",11205,9/1/2024,Timely,N/A
"$1,395",11205,9/1/2024,Timely,N/A
"$1,390",11205,9/1/2024,Timely,N/A
"$1,384",11205,9/1/2024,Timely,N/A
"$1,306",11205,9/1/2024,Timely,N/A
"$1,234",11205,9/1/2024,Timely,N/A
"$1,197",11205,9/1/2024,Timely,N/A
"$1,161",11205,9/1/2024,Timely,N/A
"$1,158",11205,9/1/2024,Timely,N/A
"$1,156",11205,9/1/2024,Timely,N/A
"$1,106",11205,9/1/2024,Timely,N/A
"$1,073",11205,9/1/2024,Timely,N/A
"$1,039",11205,9/1/2024,Timely,N/A
"$1,031",11205,9/1/2024,Timely,N/A
"$1,016",11205,9/1/2024,Timely,N/A
"$1,014",11205,9/1/2024,Timely,N/A
$962,11205,9/1/2024,Timely,N/A
$946,11205,9/1/2024,Timely,N/A
$826,11205,9/1/2024,Timely,N/A
$824,11205,9/1/2024,Timely,N/A
$811,11205,9/1/2024,Timely,N/A
$737,11205,9/1/2024,Timely,N/A
$732,11205,9/1/2024,Timely,N/A
$690,11205,9/1/2024,Timely,N/A
$687,11205,9/1/2024,Timely,N/A
$679,11205,9/1/2024,Timely,N/A
$660,11205,9/1/2024,Timely,N/A
